#V3.30.01.05-trans
#_SS-V3.30.01.05-trans;_2017_01_13;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.2
#_SS-V3.30.01.05-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.01.05-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jan 31 09:42:17 2017
#_Number_of_datafiles: 2
#_observed data:
#V3.30.01.05-trans
1889 #_styr
2016 #_endyr
1 #_nseas
12 #_months/season
2 #_N_subseasons(even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_N_areas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
#north fishery
1	-1	1	1	0	1_N_TRAWL	#
1	-1	1	1	0	2_N_FIX	# this is the OR nearshore index
1	-1	1	2	0	3_WA_REC	#
1	-1	1	1	0	4_OR_REC	#
#North survey
3	0.5	1	1	0	5_N_TRI_Early	#
3	0.5	1	1	0	6_N_TRI_Late	#
3	0.5	1	1	0	7_N_NWFSC	#
#research studies
#Lam study
3 0.5  1 1 0 8_N_Lam_Research  #
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
#Year	Season	Fleet	Catch	Catch_se
#commercial fleets
10 12 14 16 18 20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130
#year	MONTH	Fleet	gender	partition	nSamps	F10	F12	F14	F16	F18	F20	F22	F24	F26	F28	F30	F32	F34	F36	F38	F40	F42	F44	F46	F48	F50	F52	F54	F56	F58	F60	F62	F64	F66	F68	F70	F72	F74	F76	F78	F80	F82	F84	F86	F88	F90	F92	F94	F96	F98	F100	F102	F104	F106	F108	F110	F112	F114	F116	F118	F120	F122	F124	F126	F128	F130	M10	M12	M14	M16	M18	M20	M22	M24	M26	M28	M30	M32	M34	M36	M38	M40	M42	M44	M46	M48	M50	M52	M54	M56	M58	M60	M62	M64	M66	M68	M70	M72	M74	M76	M78	M80	M82	M84	M86	M88	M90	M92	M94	M96	M98	M100	M102	M104	M106	M108	M110	M112	M114	M116	M118	M120	M122	M124	M126	M128	M130
#triennial	lengths
#north
#year	season	fleet	gender	partition	Nsamp	F100	F120	F140	F160	F180	F200	F220	F240	F260	F280	F300	F320	F340	F360	F380	F400	F420	F440	F460	F480	F500	F520	F540	F560	F580	F600	F620	F640	F660	F680	F700	F720	F740	F760	F780	F800	F820	F840	F860	F880	F900	F920	F940	F960	F980	F1000	F1020	F1040	F1060	F1080	F1100	F1120	F1140	F1160	F1180	F1200	F1220	F1240	F1260	F1280	F1300	M100	M120	M140	M160	M180	M200	M220	M240	M260	M280	M300	M320	M340	M360	M380	M400	M420	M440	M460	M480	M500	M520	M540	M560	M580	M600	M620	M640	M660	M680	M700	M720	M740	M760	M780	M800	M820	M840	M860	M880	M900	M920	M940	M960	M980	M1000	M1020	M1040	M1060	M1080	M1100	M1120	M1140	M1160	M1180	M1200	M1220	M1240	M1260	M1280	M1300
#1983	9.4	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696912313	0.749724833	2.288958692	3.088089652	1.147880467	0	1.197505098	4.614109025	5.050323359	7.677090565	11.50180166	18.22778147	5.714285714	4.285714286	2.857142857	1.428571429	1.428571429	5.714285714	0	5.714285714	2.857142857	0	0	1.428571429	1.428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731659115	0.678846596	1.996755593	1.197624634	0.280690962	0	0.231066331	2.528748118	0.663962355	0.894338006	1.355341198	0.343647101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1986	9.4	5	3	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0.483369437	2.959088599	2.175069702	2.836240906	0.985306638	0.943157376	0.90606489	0	0	0	0.390767703	1.432414209	0	3.499086952	4.032849416	1.313230701	2.208597361	4.992612184	1.915095161	0.376977087	1.331944264	2.715081067	1.847464622	3.042132208	4.676071577	2.339501664	3.453141318	4.670046907	0.835596728	0.390767703	1.551209604	0	0.414466902	2.205663174	0	0	0	0	0.446419086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.360261801	0	1.277171205	1.192958291	1.412006084	0.856609338	0.496347536	0	0	0.849666363	0.427950303	0	2.219705579	2.504893448	6.406212366	0.905640433	4.835904797	1.264904842	3.068198326	1.87413323	1.27905447	1.486342699	1.392385105	0.488959102	2.347944649	1.292547186	0.390767703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	9.4	5	3	0	90	0	0	0	0.146503359	0	0	0	0	0	0	0	0.262439726	1.25459145	0.812269521	0.971255735	0.261731512	0	1.251437595	0.881665514	0.844342534	1.161070415	0.179555266	0.239012793	2.20910436	1.469162269	2.244454685	6.044630367	3.517965227	7.63165065	6.165512927	2.391539728	2.469349107	1.198454056	1.201346015	1.578491615	2.161354609	2.221198531	2.858005424	0.427496201	3.566978014	1.557818893	2.905712793	2.259175192	0.913567105	0.248768209	1.128158956	0.225349345	0.46336006	0.87817515	0	0	0.46336006	0	0	0	0	0	0	0	0	0	0	0	0	0.03662584	0	0	0	0	0	0.356225183	0	0.243323862	0.452656946	0.750336219	0.243323862	0.196192536	0	0	0.452085399	0.681226977	1.642031813	0.566314573	0.848131151	1.226221589	1.762647587	1.416143811	6.633858151	3.348729991	3.394650303	1.184963986	0.447064799	0.696673827	3.089783507	0	0.448394279	1.21637884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	9.4	5	3	0	56	0	0	0	3.030210643	0	0.357960327	0.41799331	0.356543104	0.080020017	0.407637848	0	1.516504053	3.656310551	4.287599152	3.002775061	2.432936384	0.232669907	2.376407298	3.105646372	5.130143093	2.975135687	2.013513765	0.239747903	0.580905363	1.295838162	1.027208793	1.012173376	0.38358483	0.815147583	0.722187213	2.574346693	0.260340178	1.725466943	1.041360713	2.082721426	1.301700891	1.301700891	2.63268887	3.124082139	2.597417238	2.082721426	2.082721426	1.041360713	0.260340178	0.781020535	0.260340178	0.260340178	0.260340178	0.697539905	0.520680357	0.520680357	0.260340178	0	0	0	0	0	0	0	0	0	0	0	0	1.956211934	0	0.204315726	0.530762076	0.507210591	0.186713372	1.137163496	0	1.136889032	2.678552912	2.969413373	2.715210209	0.547612415	0.614706595	1.386418519	2.499183205	3.963860477	2.027688412	0.738662609	0.174413826	0.18045286	0.228781274	0.576752926	1.121429574	1.159832664	0.276264812	0.189099979	0.473254473	0.49058441	0	0.201506857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	8.2	6	3	0	84	0	0	0	0	0	0	0	0	0.625754977	0.39109686	1.176384411	3.555810665	5.424394421	2.478938544	0.394606982	1.174256121	0.335123299	1.126805971	0	1.150141224	3.506694403	4.046296068	2.757353956	4.852105265	1.971498159	1.971182129	4.152227821	6.182450807	3.896206654	1.515195355	3.325484403	2.326286639	0.714978291	1.365531949	0.914682158	1.018615491	0	0.364872314	0.308025878	0	0	0	0.358370286	0	0.364872314	0	0.254682792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156438744	0.36287074	0.768897511	0.747187891	0.825024742	3.076345453	1.824095096	0	0.739088827	0.73037218	1.586167129	1.126985663	3.67024958	2.428242916	3.312083238	2.713511948	2.68517564	1.669872043	2.555572226	2.023560474	0.856994321	0.409752363	1.292234694	0.438349972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	8.2	6	3	0	99	0	0	0	0	0.088908482	0	0	0	0.747774745	1.778826409	2.30184564	4.062499654	2.839000562	2.525525018	0	0	0	0.268920669	1.534548224	1.408780499	1.892728178	0.812419112	1.018568104	1.57140446	3.984047619	1.336550095	4.158929383	1.688149463	4.927322079	2.320764522	3.066263674	1.334172604	1.63901168	2.903077437	2.39144703	4.588265925	2.489781841	2.267615819	1.955228749	2.654022032	1.126346262	0.984371797	0.846761455	0.494282932	0.194999343	0.194999343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059272321	0	0	0	0.363515799	0.764963865	1.769973382	1.646445088	2.039175587	1.569135836	0.551288473	0	0.268700778	0.277656632	0.541634033	1.03323369	1.664041734	1.63664535	1.598362938	2.043220381	1.106571725	2.110422776	2.491571926	3.431617205	0.833865193	0.769380498	0.21777763	0.275175376	0	0.285293117	0	0.25289782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	8.2	6	3	0	144	0	0	0.030975092	0	0	0	0	0.027966371	0.130732219	0.992101247	4.064772213	7.056739579	6.442497802	3.33221437	1.89835819	2.845537341	2.994945367	4.295417189	4.80034996	3.214820071	1.924014882	0.276737343	0.063727211	0.765905919	0.660368111	0.655041475	0.266291031	0.768710702	0.151879633	0.792299998	0.605401142	1.646813159	0.551380261	0.831474699	1.754792057	1.922000846	1.182543486	1.222043578	1.75128783	1.775501321	0.510464472	1.036101585	1.041728076	0.586249795	0.345659059	0.221351633	0.221351633	0.172829529	0.150956217	0.441857619	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020650061	0	0	0	0	0.065254865	0.15099187	0.565071923	3.131483355	5.243594609	3.646095695	1.530742412	0.865995863	1.186316982	2.679889301	4.58743467	2.474743151	1.789929476	1.129942073	0.973200907	0.659482385	0.447152567	0.371494308	0.365074847	0.544870034	0.156764023	0.369052059	0.188960303	0.091015005	0.182023051	0.089269785	0.069313107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	8.2	6	3	0	91	0	0	0	0	0	0	0	0	0	0	0	0.321283751	0.334152929	0.698640724	0.314008496	0.805946513	0.321600362	1.193231134	1.769015174	1.02772373	2.370249077	1.621203403	3.547509393	2.971871582	2.450448862	3.869650509	4.077233248	3.134184718	3.969353779	2.244783677	2.301810456	3.60786296	2.371465036	3.538841608	1.429093176	1.699796688	0.405661686	0.787216648	1.673305799	0.310973586	0.749228726	1.507664198	1.894069658	0.60397066	1.759013449	0	0.085009702	1.21978593	0.405661686	0	0.967122625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213341231	0.209277756	0.20203725	0.111483054	0	0.367217109	0.413224957	2.536757338	0.75939479	1.764806955	5.804255304	0.66188459	1.88646673	2.520184069	5.509490267	2.763221176	3.258338225	1.189256475	0.476690853	2.280246885	0.390985852	1.486523592	0.719557561	0.109680379	0.006032265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#NWFSC	Survey
#year	Season	Fleet	gender	partition	nSamps	F10	F12	F14	F16	F18	F20	F22	F24	F26	F28	F30	F32	F34	F36	F38	F40	F42	F44	F46	F48	F50	F52	F54	F56	F58	F60	F62	F64	F66	F68	F70	F72	F74	F76	F78	F80	F82	F84	F86	F88	F90	F92	F94	F96	F98	F100	F102	F104	F106	F108	F110	F112	F114	F116	F118	F120	F122	F124	F126	F128	F130	M10	M12	M14	M16	M18	M20	M22	M24	M26	M28	M30	M32	M34	M36	M38	M40	M42	M44	M46	M48	M50	M52	M54	M56	M58	M60	M62	M64	M66	M68	M70	M72	M74	M76	M78	M80	M82	M84	M86	M88	M90	M92	M94	M96	M98	M100	M102	M104	M106	M108	M110	M112	M114	M116	M118	M120	M122	M124	M126	M128	M130
2003	7	7	3	0	90	0	0	0	0	0	0	0	0	0.203248481	0	0.347620296	0.364095383	0.470898002	0.97791779	0.748027761	0.831977469	0.648565984	1.182677112	1.071722563	1.393768127	3.282994072	1.633732351	2.384983624	6.674428468	4.724417122	3.570457522	2.17738715	8.695910667	2.832215628	3.005933511	2.324601883	1.184753077	1.200288213	0.089220351	0.984860739	0.289003125	0.16821081	2.074822959	0.365854186	0.021630399	0.075028826	0	0.191202119	0.031819926	0.042395813	0.079717046	0	0	0	0	0	0.061621553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098383429	0.168516438	0.330943379	0.165281393	0.643670167	0.444273754	0.178342671	0.953848132	0.695615418	0.761411967	2.636988444	0.591736449	2.521783934	3.644852026	2.479243957	3.17417892	2.885279594	4.379818509	4.055114557	2.348267881	6.944834409	3.217260955	0.151851054	0	0.120492453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	3	0	88	0	0	0	0	0.410336067	0.075970946	0.261452804	0	0.206397482	0.49827165	1.310472581	1.078511557	1.672695214	2.307120833	0.703409697	2.11096376	2.862771763	1.4123819	2.683437149	1.513616521	3.785533135	3.774618027	2.656089408	2.934079799	2.097649729	1.978483145	2.39475655	2.596746009	1.484799439	1.390341779	0.818797974	0.872533887	0.614784423	0.984173844	0.74137268	0.532741199	0.135689177	0.434760119	0.505468424	0.462377739	0.117907148	0	0.215423436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075970946	0.161912423	0	0	0.28479734	2.095385743	0.76428241	1.267951641	3.157569619	1.575808644	2.897271298	2.94670414	3.9005016	2.556369108	1.884655203	4.291826189	3.482608921	2.759588015	2.061770811	2.133783532	0.871424384	2.861212462	1.412037054	2.009879072	1.754633486	0.815904271	0.567345687	0.684473185	0	0	0.087395825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	3	0	98	0	0	0	0	0	0	0	0	0	0.426569417	0.213284708	1.568668806	2.359152678	2.39383207	2.254547255	1.669458207	0.639286878	1.063587309	0.875983399	0.856619664	3.592192006	1.016660547	3.121351573	3.06431751	3.370888494	2.997201927	2.938775531	3.06346664	3.060269432	3.374034134	2.553924521	2.071378182	2.431992294	1.714373822	3.419645914	0.694644986	1.23940796	0.796130553	1.283318	0	0.534243128	0.618401891	0.206580885	0.279523637	0	0.178063853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426569417	0.427935965	0.97120347	2.32122451	2.478738567	1.755602333	0.854376462	0.940984699	0.343003684	0.385908151	0.939437663	2.09999835	0.858089349	3.307099039	2.158605234	2.138751604	2.276566735	2.510633295	2.713062966	1.741782144	2.610984369	1.179769719	0.908651645	0.910482304	0.31598212	0.330601611	0.152176783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	7	7	3	0	119	0	0	0	0	0.08776126	0	0	0	0.094089851	0.072970575	0	0.214620748	0.658413209	0.236063645	0.670279317	0.577304162	0.86874298	0.853053348	1.526353129	1.490694873	0.705985517	0.338663533	0.108389111	0.893122439	3.368140985	1.622288819	5.22768006	3.330948525	4.03783299	1.519377295	4.053702412	3.972988901	4.424692101	3.356167002	4.479060454	3.342359167	3.472107273	2.322353267	1.486931279	1.139398129	0.601947312	1.034101398	0.078699868	0.436157399	0.086107196	0	1.512521322	0.069218967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072970575	0	0.111181842	0.174875277	0.313660804	0.542329106	0.955233727	0.553787692	0.734907658	0.787933582	0.468711289	0.549053234	1.547688152	0.893577906	1.695918622	2.1492639	1.577401368	3.986808723	3.819508578	2.813550233	3.53779038	2.844725736	2.056013067	1.132122647	2.223588889	0.086107196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	7	7	3	0	116	0	0	0	0	0.648462186	0	0	0	0.25349538	0.452302595	1.760611754	0.889866745	2.818485011	1.321547284	0.250877173	0.634812208	0.501283657	0.945937558	0.919196546	1.564452164	1.555920928	0.829530314	0.565415017	1.714160646	2.991669101	1.196638222	2.539337088	2.395865234	3.382635052	2.332675251	3.598916592	1.506410341	2.495033497	2.369359566	5.080439259	1.929353718	4.681471597	4.160183663	2.899325826	1.492583855	1.532916009	0.743070651	0.879835188	0.25349538	0.481544142	0.21522249	0	0.206514746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139588671	0	0	0.252848183	0	0.660906023	0.610395223	1.35064174	2.433255581	1.3999464	0.470953642	0	0.501107148	0.928580905	0.92655106	0.466629188	2.472116832	1.833509695	2.144752716	1.792853943	2.559047185	1.588369042	3.150703106	2.250598878	1.156923848	1.128064736	0.959146265	0.250229976	0.9171667	0.664259681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	7	7	3	0	111	0	0	0.197338152	0.21673611	0.197338152	0.414074262	0.109821287	0.603898666	1.019996689	1.199723821	1.732790879	0	0.661532774	0.197338152	0.485767045	3.324715129	1.872473395	1.582106859	1.162391904	0.425915412	0.120456793	0.361025909	0.519697323	1.225795881	3.121865459	3.431909833	2.41916854	2.53430758	2.462722444	1.841406522	3.539104538	3.791816215	4.837109907	3.422802912	4.30163156	2.870639308	2.374215228	2.52145455	2.825793642	1.997709706	1.800242378	1.197355591	0.212279531	0	0.190685579	0.129326891	0	0.120026206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197359682	0.414074262	0.197338152	0.397625828	0.324813518	0	2.374021463	2.234382007	1.512416307	0.654040556	0.360875203	0.841798141	1.008370832	0.952351426	2.32538663	0.606568308	0.233916542	0	0.171653621	0.398637708	0.756520329	1.820867509	1.514999831	1.170788356	2.383709677	0.644395401	0.678691678	1.79339604	1.67892441	1.352453131	0.931424884	0.130489477	0.203990726	0	0	0	0	0	0.159209648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	7	7	3	0	103	0	0	0.124676982	0	0	0	0	0	1.262452926	1.801414975	4.418031285	5.466214114	5.238821418	1.64386995	1.097792646	0.446365262	1.058080171	1.259596976	0.444961908	1.754513386	1.761825602	1.312949073	0.978039715	0.427776968	0.208779781	1.289190525	0.820863994	1.813995927	1.832042575	1.656697104	2.489600403	2.715589744	1.276708055	1.678535272	2.087330022	2.383388614	2.193689533	2.43565742	1.802670609	0.693872707	0.641209977	0.608661997	0	0.481399888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124652362	0	0	0	0	0	1.979591776	2.329617972	6.488619532	7.620782058	3.816804606	1.286309955	0.558436673	1.178202406	1.076422263	0.618657822	0.2661696	1.512594739	0.45185558	0.937588633	0.526898123	0.928799201	0.704139355	1.03685751	0.794815762	1.650788242	1.695966414	0.646330991	1.126696828	0.181254333	0.518724198	0.335155561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	7	7	3	0	128	0	0	0.048705967	0.1461179	0.271459728	0.326955401	0.152907606	0	0.198593546	0.383211435	0.545254087	1.1811304	0.85917625	1.798907971	2.850744806	5.461750877	8.797541998	9.837973412	5.459951712	4.446978982	1.51967328	1.485896099	1.399289865	2.354421582	1.366797802	2.103298844	2.143994243	1.770592541	1.308881824	0.878999193	0.416528115	0.690836521	0.995516545	0.915282354	0.804944277	0.61716714	0.465673163	0.764752216	0.690793683	0.350473057	0.697818994	0.237200628	0.287587957	0.084828488	0	0	0	0.085503175	0	0.066815419	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048705967	0.146107191	0.146107191	0.097401224	0.048705967	0	0.093952824	0.405593904	0.374718947	0.308867367	0.603630565	0.281515775	2.800207547	5.086143056	5.576319133	3.894389015	3.497287598	1.337165126	0.796001998	1.123910528	1.196091314	0.977407093	1.920619341	0.089080086	0.39970378	0.502609592	0.635651418	0	0.257066408	0.084110964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	7	7	3	0	139	0	0	0	0	0	0	0.18770093	0.465744914	1.993375311	3.821547682	4.836850248	2.20162918	1.31295154	0.904919167	0.265074637	0.472577169	1.138325284	0.641986193	1.935311677	3.326311021	7.477604529	6.943930289	5.482670368	4.999125078	2.670906082	2.511741929	1.255000256	1.736530276	0.79846098	0.572898264	0.498508841	0.270193561	0.699017616	0.781573444	0.503171346	0.810011915	0.541510618	0.205360869	0.210985367	0.154937003	0.100861777	0.092590044	0.050922418	0.058864124	0	0.114062845	0	0.072746311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133766141	0.559226732	2.160979721	2.295033758	3.570622062	2.296613673	1.996085743	0.487147496	0.371118535	0.690247332	0.796452733	0.807385745	1.950331403	2.861373619	5.022423559	3.747705963	2.033821136	1.995215034	0.565778113	0.759728485	0.213443013	0.702949849	0.088952728	0.228223996	0.367811246	0.057529973	0	0.050578347	0	0	0.070962762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	3	0	121	0	0	0	0	0	0	0	0.312379861	0.196902261	0.104129452	0.284807939	0.689960609	0.336171899	2.397330263	1.890885178	3.651691358	2.387791363	2.521590786	2.130283536	2.086564285	0.917314301	1.742866593	1.481324057	3.836761306	7.399935411	5.714574029	2.906340574	2.090250735	3.467768117	0.897004853	1.400850737	1.679865684	1.393078615	0.88914779	1.232972894	1.009534993	1.446973824	1.71041055	0.447045685	0.420076845	0.594673539	0.558080858	0.207791727	0.266732445	0.310366754	0	0	0	0	0.07499461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104129452	0.208250409	0.096883965	0.185681525	0.547157416	0.800027453	1.817946145	1.66368438	2.425785575	2.062339047	2.075606867	0.847662494	1.811167835	2.031259052	2.017286219	2.863037536	4.069687143	4.543276961	2.176508552	0.895543864	0.62570257	0.736151649	0.391621533	0.134207141	0	0.920771409	0.416568772	0.370309779	0	0.07451894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	3	0	99	0	0	0	0.207115806	0.226660245	0.439480541	0.226563559	0.569716948	1.224062008	2.861361141	2.58682738	0.414245424	1.31540291	0.566553926	1.228799636	1.279269869	1.332267759	2.910505392	3.524338904	1.130676883	2.6757235	3.141254084	1.874263371	1.034998911	1.067084941	2.032082991	3.741731079	3.366270663	5.177425524	4.302773888	2.4533727	1.163232531	0.873242779	0.915839988	1.12495858	1.086726066	0.301702604	0.633170767	0.526995429	0.496981247	0	0.654787055	0.462132753	0	0.335183678	0.261812611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212820296	0	0.360197798	2.331713746	2.630004706	1.767369792	1.146036187	1.000205666	0.975854537	0.972042336	1.203246835	1.441799492	3.480843894	2.297721616	1.694896526	2.002690365	1.072678932	1.893393441	1.767701288	2.304904024	2.364006961	1.862840579	1.080800579	1.005965405	0.614883249	0.200858823	0.382711887	0.184214972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	3	0	128	0	0	0	0	0	0	0.117093206	0.368351596	0.888039084	1.068755235	2.372100026	1.954836183	2.726357983	1.055969762	0.560569735	0.351806174	0.160493055	0.472371368	0.637175612	1.50945911	0.887644166	1.087201199	1.043760212	1.794178579	2.277295009	1.309869167	1.093733802	2.164381353	2.821195911	3.490631392	5.65541589	7.701190184	9.704412058	4.90679111	5.69609245	1.833884299	1.364771005	1.016979831	0.96270328	1.515275924	0.320681694	0.476131317	0.578192954	0.488982609	0.312347278	0.255594261	0	0	0.056934021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101913543	0.510028451	0.988636233	1.755295604	2.67966715	2.026554949	1.814623816	0.797471208	0.475662352	0.29514366	0.283896722	0.221976861	0.539054928	0.88533225	0.729627576	0.822425093	1.050152948	0.890696553	1.150659595	0.800688145	0.734991879	1.953478652	1.017909534	1.251396611	0.195286982	0.265837448	0.528861106	0.173081068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	3	0	116	0	0	0	0	0.070730352	0	0.141460704	0	0.144672089	0.434032244	0.578193067	1.218760495	0.627290508	0.521490555	0.96641914	1.644948012	1.976152032	2.896046034	3.687229009	4.438293639	2.053369062	0.549322558	0.570204548	1.620646936	1.290577286	1.230727297	1.980178246	1.746290371	2.228397525	1.871933806	1.97206191	1.98275055	4.896962477	4.439811458	4.538245996	4.17248364	2.133749546	2.049183078	0.6378034	0.945313471	0.64293203	0.349785317	0.44759675	0	0.279853816	0.068221957	0.123390673	0	0	0.156511075	0.068221957	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141460704	0.070730352	0.141460704	0.424398089	0.144672089	0.305752597	0.435645925	0.505896965	0.993659991	1.137581159	0.730134709	2.162012928	1.532629428	2.523653208	2.695118791	3.180085835	1.984923427	1.058846311	0.918024688	0.918951357	1.709399388	1.352312565	1.592798957	1.639467888	1.677908644	1.118248942	1.346528876	1.451609862	0.791214929	0.776979387	0.145646688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	3	0	122	0	0	0	0.168646936	0.491683976	0.760758366	0.117999528	0.69629102	1.691949786	1.648440432	3.122130283	1.735504115	1.042142845	1.13583059	1.387551352	1.926901586	1.680712654	2.527725167	1.933776218	2.392256363	3.379132304	3.701899499	4.401197368	3.130103571	2.972179777	1.408470793	1.512933079	1.532644641	1.350627509	1.731282962	1.91326797	1.999534966	1.199372751	1.103699715	0.939094035	1.081161201	1.073348535	0.739954572	0.26469904	0.386161584	0.319779621	0.0466704	0.175823538	0.161020591	0.05718152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362794259	0.175277422	0.430390526	0.156767314	1.200959699	1.173390496	1.645176588	1.518439209	1.070540858	0.907181607	1.342564273	1.477711832	1.474428713	1.261051694	1.821186447	2.769635122	2.876159797	3.090918168	3.028763782	2.402214942	1.592877984	1.490433114	1.190512828	1.306623438	1.373313796	0.772914257	0.34348104	0.409490359	0.060188369	0.118629167	0	0	0.05722007	0	0.05722007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#PacFIN commercial
1971	7	2	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	1	7	5	7	9	6	3	9	5	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	2	2	14	10	14	18	12	6	18	10	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#
